HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,Transported
0,0,4036,2,69,0,0
0,1,5782,2,21,0,0
2,1,1543,1,17,0,1
2,0,1543,2,16,0,0
2,1,1559,2,25,0,0
1,0,1545,2,25,0,1
1,0,6156,0,52,0,0
0,0,3959,2,13,0,0
0,0,4037,2,37,0,0
2,0,3962,2,13,0,0
2,0,1405,2,45,0,0
2,0,1560,2,55,0,0
0,0,4038,2,22,0,0
0,0,5797,2,39,0,0
2,0,1406,2,35,0,0
0,1,5798,1,19,0,1
0,1,5798,2,7,0,1
0,0,1546,2,19,0,0
0,1,5784,2,21,0,1
1,0,1397,0,37,0,1
0,0,1547,2,35,0,0
0,1,5785,2,22,0,1
0,0,5801,2,62,0,0
0,1,5803,2,41,0,1
1,1,173,2,16,0,1
1,0,173,2,26,0,0
2,1,4042,2,36,0,1
0,1,5804,1,28,0,1
0,0,4044,0,22,0,0
0,0,3965,2,40,0,0
1,0,627,0,50,0,1
1,1,627,2,57,0,1
0,0,5806,1,15,0,1
1,0,1039,0,23,0,0
2,1,1041,0,60,0,1
0,0,5807,2,73,0,0
0,0,5808,2,35,0,1
1,0,35,2,28,0,0
1,0,176,2,27,1,1
1,0,6156,2,14,0,0
1,1,1043,2,26,0,1
0,0,5810,2,22,0,0
2,0,1549,0,22,0,1
2,0,3967,1,71,0,0
2,0,1045,0,25,0,1
2,1,1563,2,27,0,1
0,0,5787,2,1,0,0
0,0,3969,2,52,0,1
0,1,5787,2,0,0,1
1,1,154,0,30,0,1
1,0,155,2,52,1,0
0,0,5812,2,12,0,1
0,1,5812,2,22,0,1
0,0,5815,2,24,0,1
2,0,1399,2,22,0,0
0,1,5789,1,15,0,0
2,1,1401,2,21,0,1
2,1,1401,0,56,0,1
2,0,1403,2,50,0,0
0,0,4047,2,20,0,0
0,0,4048,2,32,0,0
0,1,5819,2,28,0,0
0,0,5790,2,74,0,0
2,1,1564,2,25,0,1
2,0,1564,2,31,0,0
0,1,5791,1,6,0,1
0,1,5821,2,17,0,1
2,1,4051,2,12,0,1
2,0,4051,2,47,0,1
2,1,4051,2,46,0,1
1,0,178,0,31,0,1
1,0,178,2,36,0,1
0,0,5823,0,15,0,0
2,0,3972,2,38,0,0
0,1,5793,0,48,0,1
0,1,5793,2,21,0,1
0,1,5793,2,4,0,1
2,1,4053,2,31,0,1
0,0,5824,1,31,0,0
1,0,629,1,62,1,1
0,1,5826,2,29,0,1
0,0,6156,2,30,0,0
2,0,1566,2,26,0,0
2,0,3976,2,43,0,0
2,0,3976,2,32,0,0
2,1,3978,0,24,0,1
2,1,4057,2,49,0,1
0,0,3980,2,21,0,1
0,0,5795,2,18,0,1
0,1,5795,2,18,0,1
0,1,5796,2,14,0,0
2,0,1038,2,21,0,0
2,1,4058,0,25,0,1
1,0,1568,0,56,0,0
0,0,5802,2,0,0,1
0,0,3982,2,55,0,0
0,1,5802,2,14,0,0
2,0,4061,2,13,0,0
2,0,4061,0,43,0,0
0,1,5828,2,39,0,0
2,1,4063,2,28,0,1
0,0,4064,2,24,0,1
0,0,3985,2,26,0,1
0,1,5805,0,22,0,1
0,0,4065,2,26,0,0
2,0,1040,2,19,0,1
2,1,4067,2,38,0,1
1,1,158,0,38,0,1
1,0,1551,2,77,0,1
0,0,3987,0,28,0,0
0,0,4070,2,22,0,0
0,0,1552,2,20,0,0
0,0,3992,2,18,0,1
1,0,180,0,10,0,1
1,1,180,0,34,0,1
0,0,3994,2,43,0,0
2,1,1570,0,31,0,0
2,1,1042,0,40,0,1
2,0,1042,2,25,0,0
2,1,3997,2,68,0,1
0,0,4072,2,20,0,0
2,0,4073,2,27,1,1
0,0,5809,2,1,0,0
0,0,5809,1,60,0,0
0,0,5809,0,28,0,1
0,0,5809,1,11,0,0
0,0,6156,0,0,0,0
0,1,5809,2,9,0,0
2,0,4075,2,38,0,0
0,0,4076,0,18,0,0
0,0,4078,2,40,0,0
0,0,4082,2,21,0,0
0,1,5811,2,24,0,0
1,0,38,2,26,0,0
1,0,38,2,47,0,0
1,0,38,2,46,0,0
0,1,5813,0,55,0,1
0,0,5833,2,50,0,0
2,1,4083,2,10,0,1
1,0,1573,0,17,0,0
1,0,1573,0,20,0,0
1,0,1573,2,37,0,0
0,0,4085,2,24,0,0
0,0,5834,0,43,0,0
0,0,5834,2,0,0,0
0,0,1575,2,24,0,0
2,0,1044,2,22,0,0
0,1,5814,2,14,0,1
0,1,5816,2,3,0,1
0,1,5816,0,22,0,1
0,0,1576,2,23,0,1
2,0,1554,2,56,0,0
0,0,3999,2,36,0,1
0,0,3999,0,58,0,0
0,0,5820,2,1,0,0
2,1,1578,2,39,0,0
0,0,5836,2,33,0,0
0,0,5822,1,19,0,0
0,0,5838,2,28,0,0
0,0,4000,2,33,0,1
1,1,632,0,17,0,1
1,0,632,2,28,0,1
0,0,5825,2,21,0,0
1,0,182,2,45,0,1
2,1,4087,2,62,0,1
2,1,4002,2,43,0,1
0,0,4005,2,27,0,0
0,1,5839,0,1,0,1
0,0,4089,2,31,0,0
0,0,1558,2,18,0,0
2,0,1046,2,21,0,0
2,0,4091,2,7,0,1
2,0,1046,2,22,0,0
2,1,1580,2,26,0,0
0,1,5827,2,30,0,1
0,0,1582,2,17,0,0
0,1,5841,2,28,0,0
0,0,5829,0,10,0,0
0,0,1561,2,25,0,0
0,0,5843,2,21,0,0
0,0,4007,0,53,0,0
0,0,5844,2,21,0,0
1,0,634,2,28,0,1
0,1,5830,1,20,0,1
1,1,1583,0,54,0,1
0,1,5846,2,9,0,0
0,0,5849,2,20,0,0
0,0,4009,2,19,0,0
0,0,4096,2,32,0,0
2,0,1584,2,22,0,0
1,0,635,0,35,0,1
0,0,5851,2,26,0,1
0,1,5853,2,51,0,0
0,0,5853,0,8,0,1
0,0,5831,2,40,0,1
0,1,5831,0,2,0,1
0,1,5832,1,19,0,0
0,1,5855,2,32,0,1
0,0,5855,0,16,0,0
0,0,5855,2,64,0,0
0,0,4011,0,35,0,1
1,0,41,2,33,0,0
1,0,637,0,9,0,1
1,1,637,2,21,0,1
1,1,637,2,28,0,1
1,1,637,2,28,0,1
0,1,5856,1,31,0,1
0,0,4098,0,32,0,0
1,1,186,0,43,0,1
1,1,186,2,60,0,1
1,0,186,2,43,0,1
0,0,4013,2,43,0,0
0,0,4013,2,19,0,0
0,0,5835,2,21,0,0
0,0,5835,2,38,0,0
0,1,5857,1,17,0,1
0,1,5857,1,29,0,1
0,0,5837,1,2,0,1
0,0,6156,2,22,0,1
0,0,4017,0,18,0,0
0,1,5859,2,16,0,1
1,1,188,2,52,0,1
1,0,6156,0,52,0,0
1,1,188,0,14,0,1
1,0,188,2,25,1,1
1,1,188,2,34,0,1
2,0,4019,2,20,0,1
0,1,5861,1,28,0,1
0,1,5861,2,28,0,0
0,0,5863,0,20,0,0
0,0,4020,0,44,0,1
0,0,4099,2,64,0,0
0,0,4101,2,27,0,1
0,0,5840,2,24,0,0
2,1,4103,2,38,0,1
2,0,4103,2,47,0,0
0,1,5842,0,8,0,1
0,0,5842,2,1,0,1
0,0,5842,0,0,0,1
0,0,5842,2,20,0,1
1,1,1047,2,41,0,1
2,1,1048,2,35,0,0
2,0,1048,0,31,0,0
0,0,4106,1,14,0,0
0,0,5864,2,25,0,0
1,1,1049,2,26,0,1
1,0,1587,2,26,0,0
1,0,1562,2,30,0,0
1,1,190,0,49,0,1
0,0,4022,2,19,0,0
0,0,4024,2,15,0,0
0,0,5867,2,27,0,0
1,0,191,2,39,0,1
1,1,191,0,32,0,1
1,0,191,2,11,0,1
1,1,191,2,44,0,1
1,1,191,2,36,0,1
0,0,5869,2,56,0,0
0,1,5871,2,42,0,1
1,1,614,0,40,0,1
1,1,614,0,53,0,1
2,1,4029,2,31,0,1
2,1,4029,2,14,0,1
0,1,5873,1,31,0,1
0,0,1589,2,42,0,0
0,0,5845,2,32,0,0
0,0,4108,2,34,0,0
0,1,5875,2,55,0,1
2,0,4110,2,42,0,0
0,0,4031,2,40,0,1
2,0,1050,0,48,0,0
2,1,1050,2,37,0,1
2,1,1050,0,17,0,1
2,1,4111,2,60,0,1
1,1,194,0,19,0,1
1,0,194,2,30,0,0
1,0,194,2,32,0,0
0,1,5877,1,28,0,1
0,1,5850,2,26,0,0
0,1,5852,2,24,0,1
0,1,5854,0,47,0,0
0,0,1591,2,32,0,0
1,1,616,2,73,1,1
0,0,4033,2,17,0,1
0,1,5879,1,47,0,0
1,0,638,2,28,0,0
1,1,638,0,13,0,1
1,0,638,2,22,0,0
1,0,638,2,61,0,1
1,0,638,0,19,0,1
1,0,638,2,45,0,1
0,1,5858,1,18,0,0
0,0,5860,2,32,0,0
1,0,45,2,52,1,1
2,1,4035,2,25,0,1
2,1,4035,2,9,0,1
2,1,4035,2,18,0,1
0,0,1052,1,26,0,0
0,0,1565,2,20,0,0
0,0,5884,2,6,0,1
0,0,5884,1,5,0,0
1,0,47,0,40,0,0
0,1,5862,1,20,0,1
2,0,1053,2,18,0,0
0,0,4112,2,42,0,0
0,1,5885,1,14,0,1
2,1,4039,2,33,0,1
0,0,4114,0,23,0,0
0,1,5865,2,35,0,0
0,0,4116,1,53,0,0
0,1,5887,2,56,0,1
0,0,4118,0,35,0,0
0,0,4119,2,18,0,0
0,0,1567,2,25,0,0
0,1,5889,0,20,0,1
2,1,4043,2,44,0,1
0,1,5868,2,26,0,0
2,0,4045,2,23,0,1
2,1,4046,2,39,0,1
1,1,159,2,25,0,1
1,0,159,0,42,0,0
0,0,5870,2,20,0,1
0,1,5870,2,4,0,1
0,1,5870,2,64,0,1
0,0,5870,2,0,0,1
0,0,4121,1,19,0,1
0,0,5872,0,6,0,0
1,1,161,2,23,0,1
0,0,5874,2,22,0,0
0,0,5876,2,18,0,1
2,0,1597,2,21,0,0
0,0,5892,1,37,0,1
0,1,5894,0,24,0,1
0,1,5878,2,38,0,0
0,0,5878,2,11,0,1
0,0,5878,0,6,0,0
1,0,617,2,49,0,0
1,0,617,2,55,0,0
0,1,5880,2,15,0,1
0,0,4123,2,19,0,0
0,1,5895,2,16,0,1
1,0,163,2,48,0,0
1,1,163,0,25,0,1
1,0,163,2,23,0,1
0,1,5897,1,27,0,0
0,0,4124,2,39,0,0
0,0,4126,2,28,0,1
2,1,4049,2,72,0,1
2,0,1051,2,47,0,0
0,1,5881,2,65,0,0
0,0,4127,1,40,0,0
1,0,1569,0,18,0,1
1,1,1569,2,27,0,1
0,1,5900,2,21,0,1
0,0,1600,2,37,0,0
1,0,1602,2,31,0,0
0,0,5882,2,33,0,0
1,1,619,0,53,0,1
1,0,619,2,27,0,1
0,0,5886,2,74,0,1
2,1,4129,2,28,0,1
0,0,4130,1,23,0,0
1,0,621,0,74,0,0
0,1,5902,2,23,0,1
0,0,5888,1,26,0,0
0,1,5888,2,0,0,1
0,1,5905,2,0,0,1
0,0,4131,0,24,0,0
1,1,201,2,28,0,1
1,0,201,2,17,0,1
0,1,201,0,26,0,1
1,0,201,2,39,0,0
0,0,5906,2,17,0,0
0,0,4050,0,15,0,0
0,0,4133,2,37,0,0
0,0,4052,2,38,0,1
1,0,202,0,33,0,1
1,1,202,2,16,0,1
1,0,202,2,41,1,1
1,0,202,2,7,0,1
0,0,5890,2,20,0,0
0,1,5891,1,44,0,1
0,0,4054,2,42,0,0
0,0,5893,2,29,0,0
1,0,204,0,22,0,1
1,0,204,2,21,0,1
0,1,5908,2,21,0,0
0,1,5909,2,21,0,0
2,1,4134,2,13,0,1
0,1,5896,1,16,0,1
2,1,4137,0,36,0,1
0,1,5899,2,36,0,1
0,0,5911,1,26,0,0
1,1,623,2,28,0,1
0,0,5901,2,14,0,0
0,1,5901,2,29,0,0
2,0,4139,2,19,0,0
0,0,4141,2,51,0,0
0,1,5903,2,64,0,1
1,1,165,2,41,0,1
0,1,5904,2,28,0,0
0,1,5904,0,16,0,1
0,0,4059,2,20,0,0
1,1,168,2,31,0,1
1,0,168,2,38,0,0
1,1,168,0,59,0,1
1,1,168,2,18,0,1
1,1,640,2,33,0,1
1,0,640,2,33,0,0
1,0,640,0,49,0,1
0,0,5915,0,4,0,1
0,0,5915,0,0,0,1
0,0,5915,0,0,0,1
0,0,5915,2,24,0,0
1,0,169,2,52,0,0
0,0,4060,1,50,0,0
0,0,4146,1,31,0,0
0,1,5917,2,25,0,0
0,0,4148,1,62,0,1
1,0,1604,2,49,0,0
1,1,1604,2,24,0,1
1,0,1604,2,33,0,1
0,0,4062,2,20,0,1
1,0,55,0,46,0,0
1,0,1054,2,26,0,0
1,0,1054,2,52,0,0
2,0,4150,2,28,0,0
2,1,4150,2,39,0,1
1,0,1055,2,29,0,1
1,0,1055,0,19,0,1
0,0,4154,2,15,0,0
0,0,1606,2,33,0,0
1,0,642,2,47,0,1
1,0,642,2,34,0,1
1,1,642,0,26,0,1
1,1,642,2,15,0,1
2,1,4155,2,28,0,1
2,0,4155,2,27,0,0
2,0,1057,2,38,1,0
0,0,5919,2,21,0,0
0,0,5919,2,1,0,1
0,0,4156,2,38,0,1
0,0,5919,2,0,0,0
2,0,6156,2,32,0,0
0,1,5921,2,27,0,1
1,1,172,0,48,0,1
2,0,4068,0,22,0,0
0,0,4069,0,28,0,0
0,0,5922,2,19,0,0
2,1,4158,2,37,0,0
2,1,4158,2,46,0,1
0,1,5907,2,26,0,1
0,0,5923,2,16,0,1
0,1,5923,2,0,0,1
0,1,5923,2,0,0,1
0,0,5924,2,26,0,0
0,1,6156,1,13,0,1
1,1,6156,0,23,0,1
1,1,208,2,70,0,1
0,1,4071,2,21,0,1
2,1,4161,2,40,0,1
2,0,4162,2,18,1,0
0,0,4074,2,23,0,1
0,1,5910,2,15,0,1
2,0,4165,0,28,0,0
2,1,4165,2,45,0,1
2,0,1572,2,18,0,0
0,0,4167,2,23,0,0
2,0,6156,2,36,0,0
2,1,4077,2,25,0,1
1,1,58,0,28,0,1
0,0,4168,0,29,0,0
0,0,1608,2,31,0,0
0,1,5925,1,14,0,1
2,1,4079,2,31,0,1
1,0,625,2,39,0,1
1,1,625,0,17,0,1
1,1,625,2,56,0,1
0,0,4084,2,36,0,0
2,0,1056,0,21,0,0
0,0,5926,2,48,0,1
0,1,5914,2,53,0,0
0,1,5914,1,5,0,0
0,1,5914,2,21,0,0
1,0,210,0,50,0,0
1,1,210,2,18,0,1
2,0,6156,2,28,0,0
0,0,4169,2,28,0,1
0,1,5916,2,18,0,1
2,0,1058,2,37,0,0
2,1,4172,2,19,0,1
2,0,1059,2,27,0,0
2,0,1061,1,37,0,1
2,1,4174,2,43,0,1
2,0,1062,2,17,0,1
2,0,1574,0,21,0,0
2,0,1064,0,55,0,0
0,1,5928,2,14,0,1
0,1,5929,2,24,0,0
0,1,5931,1,26,0,1
0,0,5918,0,19,0,1
0,0,4176,2,20,0,0
0,0,4178,2,14,0,0
2,1,4180,2,19,0,1
0,0,5920,1,15,0,1
0,0,5933,2,25,0,0
0,0,4086,1,24,0,0
0,0,4181,2,22,0,1
2,0,4183,2,26,0,0
2,1,6156,0,23,0,1
0,0,4088,1,20,0,0
0,0,5935,2,53,0,1
0,0,4090,2,55,0,1
0,0,5936,2,22,0,0
2,0,1067,2,35,0,0
2,0,1067,2,40,0,0
0,0,1577,2,22,0,0
2,0,1069,1,22,0,1
2,0,1579,2,21,0,0
0,1,5938,1,64,0,1
1,1,213,2,40,0,1
2,0,4185,2,8,0,1
0,0,5939,2,25,0,0
0,0,6156,0,19,0,0
0,1,5927,2,24,0,1
2,0,4092,2,11,0,1
0,1,5944,0,31,0,1
0,1,5946,2,46,0,0
2,1,4188,2,31,0,1
1,1,1071,0,17,0,1
1,1,1071,2,16,0,1
1,0,1071,2,57,0,1
1,0,626,0,28,0,0
1,0,626,2,27,0,0
1,0,626,0,28,0,1
1,1,626,0,26,0,1
0,1,5930,2,17,0,1
0,0,4095,2,36,0,1
0,0,1612,2,24,0,1
0,0,4190,2,18,0,1
0,0,4192,2,20,0,0
0,0,5932,0,10,0,0
0,0,4097,2,28,0,1
0,1,5934,0,23,0,1
1,0,174,2,36,0,0
1,1,175,0,27,0,1
1,1,628,0,54,0,1
1,0,628,0,38,0,0
0,0,5948,2,29,0,0
0,0,1581,2,37,0,1
0,1,5937,2,36,0,1
0,0,4196,0,18,0,0
2,1,4198,2,28,0,1
0,0,4199,1,61,0,0
0,0,4200,2,19,0,0
0,0,1614,2,29,0,1
2,0,1073,2,37,0,0
1,0,215,2,29,0,1
0,0,1616,0,38,0,0
0,1,5940,2,41,0,0
0,1,5950,1,23,0,1
0,0,5950,2,48,0,0
0,0,6156,2,0,0,1
0,0,4203,2,46,0,0
2,1,4100,2,36,0,1
2,1,1075,2,42,0,1
2,1,1075,2,28,0,1
2,1,1075,2,16,0,1
2,1,1075,2,43,0,1
2,1,1075,2,40,0,1
1,1,646,0,22,0,1
0,0,4102,1,39,0,0
0,1,5952,2,37,0,1
0,1,5943,2,28,0,0
0,0,5945,2,29,0,0
0,0,4104,0,14,0,0
0,0,4104,2,15,0,0
0,0,4107,2,17,0,0
0,1,5947,2,4,0,1
0,0,1618,2,24,0,1
0,0,5949,2,28,0,0
1,0,218,0,22,0,1
1,1,218,0,38,0,1
2,1,4109,2,30,0,1
0,1,5951,0,29,0,1
1,1,60,0,26,0,1
1,1,631,0,41,0,1
0,0,1620,2,50,0,0
0,0,5959,0,34,0,1
0,0,4113,1,24,0,0
0,0,1622,2,24,0,1
1,0,177,2,45,0,0
1,0,633,0,35,0,0
1,1,633,0,23,0,1
1,1,221,0,23,0,1
1,0,221,2,21,0,0
2,1,4210,2,19,0,1
0,0,4115,2,24,0,0
2,0,4117,0,2,0,1
2,0,4117,2,0,0,1
2,1,4117,2,20,0,1
0,0,4212,2,35,0,1
2,0,4214,2,34,0,0
0,0,5953,2,26,0,0
0,1,5963,2,26,0,1
1,1,636,0,32,0,1
1,0,636,0,25,0,1
1,1,636,0,30,0,1
1,0,636,2,57,0,0
0,0,4218,2,23,0,0
2,1,1586,2,32,0,0
0,1,4220,2,27,0,1
2,0,4220,2,20,0,0
0,0,4120,2,21,0,0
0,0,4222,2,19,0,0
2,0,4224,2,16,0,0
2,0,4224,2,18,0,1
0,0,5965,2,18,0,0
0,0,5965,2,22,0,1
0,1,5958,0,28,0,1
0,0,5960,0,35,0,0
0,0,5960,2,8,0,0
0,1,5960,0,5,0,0
2,1,4122,2,40,0,1
2,0,4122,2,31,0,0
2,1,4122,2,9,0,1
1,1,648,2,56,0,1
1,1,648,0,39,0,1
1,1,648,2,18,0,1
2,0,4125,2,45,0,0
2,0,1060,1,33,0,0
0,1,5961,1,2,0,0
0,1,5961,2,1,0,0
0,0,5961,2,2,0,1
0,1,5961,2,16,0,0
0,0,5962,2,18,0,1
2,0,6156,2,28,1,0
2,1,4128,2,45,0,1
0,1,5970,2,24,0,1
0,1,5964,2,35,0,1
0,1,5974,1,16,0,1
0,1,5966,1,40,0,1
1,1,62,0,5,0,1
1,0,62,2,29,0,0
1,1,62,2,31,0,1
1,0,62,0,27,0,0
1,0,1063,2,34,1,0
0,1,5967,1,15,0,1
1,0,1065,2,43,0,1
1,0,1065,0,30,0,0
1,0,223,2,61,0,1
0,0,5976,2,48,0,0
0,1,5976,0,17,0,1
0,0,5978,2,19,0,0
1,1,179,2,29,0,1
0,1,5968,0,2,0,0
0,1,5968,2,24,0,1
0,0,5980,2,19,0,0
2,0,1624,1,34,1,1
0,0,5969,2,19,0,0
1,0,181,2,39,0,0
1,1,181,2,26,0,1
1,0,181,2,53,0,0
1,1,181,0,18,0,1
2,1,4228,2,28,0,1
1,1,183,0,45,0,1
1,1,183,2,32,0,1
0,0,4230,2,18,0,0
0,0,5971,2,48,0,0
0,0,6156,2,24,0,1
1,0,1068,2,52,0,0
0,0,4231,0,55,0,0
0,1,5972,2,43,0,1
0,1,6156,2,24,0,0
0,1,5973,1,8,0,0
2,1,4132,2,18,0,1
0,1,5982,2,38,0,1
0,0,5984,2,18,0,0
0,1,5984,1,23,0,1
0,1,5986,2,26,0,1
0,1,5975,1,21,0,1
0,0,1588,0,45,0,1
2,1,4135,2,24,0,1
1,0,225,0,44,0,0
0,0,4138,2,20,0,1
2,0,1628,2,47,0,0
0,1,5977,2,16,0,1
1,0,185,2,28,0,0
0,0,5979,0,8,0,1
0,0,4232,2,20,0,1
0,0,4140,1,22,0,1
0,0,4140,2,42,0,1
0,0,4140,1,23,0,1
0,0,4234,2,30,0,0
0,1,5981,2,18,0,0
0,0,4234,2,35,0,0
2,1,4142,2,42,0,1
2,1,4142,2,46,0,1
1,0,650,2,29,0,1
1,1,226,0,35,0,1
0,0,4143,2,48,0,1
0,0,4144,2,24,0,1
1,0,64,2,38,0,0
0,0,4238,0,51,0,0
0,0,5983,2,77,0,0
0,1,5985,2,22,0,0
2,0,1630,2,38,1,0
2,0,1070,2,42,0,0
2,1,4145,2,55,0,1
2,0,4145,2,7,0,1
2,0,1072,2,28,0,1
2,0,1078,2,25,0,0
0,1,5990,2,15,0,1
0,1,5989,2,13,0,1
0,1,5992,0,23,0,1
1,1,652,0,28,0,1
1,0,187,0,33,0,1
1,0,189,2,26,0,0
1,1,1632,2,67,0,1
0,0,5991,0,27,0,0
2,0,4241,2,33,0,0
0,0,4243,2,18,0,0
0,0,4245,2,36,0,0
0,1,5993,2,18,0,1
0,0,5994,2,51,0,0
2,1,4247,2,54,0,1
2,0,1079,2,33,0,0
0,0,4147,2,18,0,0
1,1,1081,2,57,0,1
0,0,4249,2,23,0,0
0,0,1590,2,24,0,0
2,0,1592,2,20,0,0
0,0,6156,2,32,0,0
2,1,4253,2,21,0,1
0,0,6156,1,28,0,0
0,0,4149,1,41,0,0
2,0,4151,2,27,0,1
0,0,5995,1,49,0,1
0,0,5996,2,18,0,0
0,0,5998,0,34,0,0
2,0,1074,2,73,0,0
0,0,5997,2,40,0,0
0,0,1634,1,63,0,0
2,0,4157,2,21,0,1
0,0,1593,2,21,0,1
2,0,1594,2,23,0,0
2,0,4256,2,31,0,0
0,0,4257,0,41,0,0
0,1,6001,2,15,0,1
1,0,639,2,36,0,0
0,0,4259,2,24,0,0
0,0,6003,2,27,0,0
1,0,654,0,24,0,0
1,1,654,0,19,0,1
1,0,654,2,25,0,1
1,1,654,0,39,0,1
1,1,654,2,15,0,1
1,0,654,2,31,0,1
1,1,654,0,25,0,1
1,0,641,2,57,0,0
2,1,4261,2,28,0,1
0,0,4159,1,18,0,1
0,1,6005,2,33,0,1
0,0,4160,2,23,0,1
1,1,1596,0,34,0,1
2,1,4163,0,38,0,1
2,0,1635,2,21,0,1
2,1,1635,2,31,0,0
2,0,1076,2,13,0,0
2,0,4163,2,54,0,1
2,0,4163,2,13,0,0
2,0,1076,2,18,0,0
1,1,1077,2,28,0,1
0,0,4263,2,43,0,0
0,0,4265,2,56,0,1
0,0,4166,2,63,0,0
0,0,6002,2,9,0,1
0,0,6002,2,9,0,0
0,0,6002,2,0,0,1
0,0,4166,0,16,0,1
0,1,6002,2,42,0,1
0,1,6002,2,9,0,0
1,1,228,0,22,0,1
1,1,230,0,47,0,1
2,1,4266,2,30,0,1
0,0,4271,2,29,0,0
0,0,6004,2,28,0,0
0,0,1637,2,22,0,1
0,0,1598,2,19,0,0
2,0,4272,0,31,0,0
1,1,234,0,17,0,1
1,0,234,2,38,0,0
1,1,234,0,13,0,1
0,1,6006,1,36,0,1
0,0,6007,2,0,0,1
0,1,6008,2,21,0,1
0,0,4170,1,18,0,1
2,1,1599,2,36,0,0
2,0,1599,2,27,0,0
2,0,1599,2,5,0,1
0,0,657,0,18,0,1
0,1,6009,2,25,0,0
0,1,6011,2,14,0,1
1,1,1601,2,23,0,1
0,0,6010,0,2,0,0
0,1,6010,2,1,0,0
0,1,6010,0,7,0,1
0,0,6010,1,6,0,0
0,0,4275,2,56,0,0
0,1,6010,0,4,0,1
0,0,6012,2,65,0,0
0,1,6013,2,36,0,1
1,1,658,2,25,0,1
0,0,4171,2,41,0,0
0,0,1642,2,20,0,1
0,1,6016,1,18,0,1
0,0,4173,2,15,0,1
0,0,4175,2,23,0,0
0,0,4175,1,29,0,0
0,1,6018,2,33,0,1
1,0,1080,2,14,0,0
1,1,1080,0,55,0,1
1,0,192,2,30,0,0
0,0,4277,2,21,0,0
0,0,1645,2,26,0,1
0,1,6017,1,33,0,1
0,0,4279,2,18,0,0
0,1,6019,2,9,0,1
0,1,6019,0,0,0,1
0,0,1647,0,19,0,1
0,0,4282,2,18,0,0
1,0,660,0,38,0,0
1,0,660,0,42,0,1
1,0,1649,2,28,0,0
1,1,1649,0,37,0,1
0,0,4179,0,29,0,0
0,0,4284,0,42,0,0
2,0,1650,2,18,0,1
2,0,1082,0,34,0,1
0,1,6020,0,34,0,1
0,1,6022,1,18,0,0
0,0,6024,2,24,0,0
0,0,4182,2,24,0,1
2,1,4184,2,56,0,1
2,1,4184,2,2,0,1
2,1,4184,2,12,0,1
0,0,1603,2,37,0,0
2,0,1087,2,60,1,0
0,1,6021,2,55,0,0
0,1,6025,1,20,0,0
2,0,4186,2,28,0,0
0,1,6023,2,28,0,0
2,0,4286,2,37,0,0
0,0,4289,2,18,0,0
0,0,1605,2,14,0,0
1,0,662,2,29,0,1
0,0,4187,2,51,0,0
0,1,6028,2,45,0,0
0,1,6030,2,45,0,1
2,0,4189,2,41,0,0
0,0,6026,2,21,0,0
0,0,4293,2,28,0,0
0,1,6026,0,0,0,1
0,0,4191,2,46,0,0
2,1,4193,2,41,0,1
0,0,6027,0,13,0,1
0,0,1607,1,55,0,0
0,0,6029,1,20,0,1
0,1,6035,2,21,0,1
0,0,4294,2,49,0,0
0,0,6031,2,27,0,1
0,0,6031,2,0,0,1
2,0,4296,2,22,0,0
0,1,6034,2,17,0,0
2,0,4195,2,23,0,1
0,0,6036,2,44,0,0
1,1,1610,2,29,0,1
0,0,4197,2,19,0,1
0,1,6037,2,3,0,1
1,0,6156,2,29,0,1
0,0,1611,2,19,0,1
0,1,6038,2,22,0,1
0,0,6156,1,33,0,0
0,1,6040,1,28,0,1
0,0,6039,2,50,0,0
2,0,4201,2,54,0,0
2,0,4201,2,43,0,0
0,0,4301,2,17,0,1
2,0,1090,2,26,0,0
0,0,4303,2,44,0,0
0,0,4202,1,51,0,0
1,1,237,2,29,0,1
0,0,6041,2,4,0,0
0,0,4304,1,40,0,0
0,0,6041,0,27,0,0
0,0,6041,2,8,0,0
0,0,6041,2,3,0,0
0,0,6041,0,11,0,1
0,0,4305,1,24,0,1
0,0,6044,0,25,0,0
1,0,643,0,28,0,1
0,0,6042,2,25,0,0
0,1,6046,2,27,0,1
0,0,4204,2,25,0,0
0,1,6046,2,0,0,1
0,0,4205,2,58,0,1
0,1,6048,2,3,0,1
0,1,6048,1,4,0,1
0,1,6048,0,2,0,0
0,0,4205,2,34,0,1
0,0,6048,0,5,0,1
0,0,6048,2,3,0,0
2,1,1613,2,46,0,0
0,0,4306,2,22,0,1
0,0,6043,2,8,0,1
0,0,6043,2,17,0,1
0,0,6043,2,4,0,0
0,1,6156,2,12,0,0
0,1,6043,1,40,0,1
0,0,4307,1,16,0,1
0,1,6043,2,41,0,1
0,1,6043,2,8,0,0
0,1,6051,0,14,0,1
0,1,6051,2,2,0,1
0,0,4206,1,59,0,1
0,0,6051,2,45,0,0
0,0,4206,0,52,0,1
2,1,4209,2,33,0,1
0,0,6156,0,51,0,1
0,1,6045,2,38,0,0
2,0,1615,2,14,0,0
1,0,193,2,42,0,0
1,0,193,0,28,0,0
0,0,1653,0,34,0,0
2,0,1655,2,21,0,0
2,1,4211,2,30,0,1
2,1,4211,2,28,0,1
2,1,1655,2,26,0,0
2,0,4211,2,23,0,0
0,0,4213,2,20,0,0
0,0,1617,0,59,0,1
1,0,195,0,37,0,0
